breed_primary,breed_secondary,breed_mixed,breed_unknown,name,age,sex,size,contact_city,contact_state,contact_zip,contact_country,FoundCity,FoundState,foundStateAbb,stateQ
Mixed Breed,,True,False,Wyatt,Young,Male,Small,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,True,False,Peace,Young,Male,Medium,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,True,False,Symphony,Baby,Female,Medium,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,True,False,Lyric,Baby,Female,Medium,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,True,False,Toe,Baby,Male,Medium,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,True,False,Tac,Baby,Female,Medium,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,True,False,Tic,Baby,Male,Medium,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Beagle,,False,False,Bella of the Ball,Young,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Feist,Italian Greyhound,True,False,Egon Spengler - Ghostbusters Crew,Baby,Male,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Feist,Italian Greyhound,True,False,Winston Zeddemore - Ghostbusters Crew,Baby,Male,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Feist,Italian Greyhound,True,False,Janine Melnitz - Ghostbusters Crew,Baby,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Terrier,,False,False,Ricky Martin,Adult,Male,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Feist,Italian Greyhound,True,False,Peter Venkman - Ghostbusters Crew,Baby,Male,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Pug,,False,False,Balenciaga,Adult,Male,Small,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,Chihuahua,True,False,Joyfolie,Adult,Female,Small,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,Terrier,True,False,Cayde,Adult,Male,Small,Fairfax Station,VA,22039,US,,Virginia,VA,DC
Black Labrador Retriever,Retriever,True,False,Lady J,Baby,Female,Medium,Fairfax Station,VA,22039,US,,Virginia,VA,DC
Saint Bernard,Hound,True,False,Brioni,Young,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Shepherd,,False,False,DKNY,Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Beagle,,False,False,Diane von Furstenberg,Adult,Female,Small,Alexandria,VA,22309,US,,Virginia,VA,DC
Plott Hound,,False,False,Stella McCartney,Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Mixed Breed,,True,False,Abbigale and Hoss,Adult,Female,Small,Fredericksburg,VA,22405,US,,Virginia,VA,DC
Shepherd,,False,False,Versace,Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Schnauzer,Terrier,True,False,Oscar de la Renta,Adult,Male,Small,Alexandria,VA,22309,US,,Virginia,VA,DC
Mixed Breed,,True,False,Truman,Young,Male,Medium,Fredericksburg,VA,22406,US,,Virginia,VA,DC
Mixed Breed,,True,False,Reagan,Adult,Female,Medium,Fredericksburg,VA,22401,US,,Virginia,VA,DC
Mixed Breed,,True,False,Brody,Young,Male,Medium,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,True,False,Baxter,Adult,Male,Small,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Jack Russell Terrier,,False,False,Burberry,Young,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Weimaraner,,False,False,Vera Wang,Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,Collie,True,False,Fendi,Young,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Chihuahua,,False,False,Minnie,Baby,Female,Small,Sandston,VA,23150,US,,Virginia,VA,DC
Border Collie,Labrador Retriever,True,False,Birdie (Bird Crew Mom),Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,Mixed Breed,True,False,MAC,Young,Male,Large,Waterford,VA,20197,US,,Virginia,VA,DC
Terrier,,True,False,Lulu,Baby,Female,Small,Fairfax,VA,22032,US,,Virginia,VA,DC
Mixed Breed,,True,False,Nellie,Young,Female,Small,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Labrador Retriever,,False,False,Dorian&#39;s Princess,Young,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,,False,False,Dorian&#39;s Nicole,Young,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Collie,,False,False,Dorian&#39;s Penny,Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Border Collie,Hound,True,False,Dorian&#39;s Bambi,Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Hound,Shepherd,True,False,Dorian&#39;s Buttercup,Young,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,,False,False,Dorian&#39;s Lightning,Young,Male,Large,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,Shepherd,True,False,Dorian&#39;s Mollie,Young,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Mixed Breed,,True,False,Lorence,Young,Male,Small,Fredericksburg,VA,22401,US,,Virginia,VA,DC
Shepherd,Whippet,True,False,Milky Desi Dog,Young,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Mixed Breed,,True,False,Stormy,Adult,Female,Medium,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,True,False,Otis Jr,Baby,Male,Medium,Spotsylvania,VA,22551,US,,Virginia,VA,DC
Mixed Breed,,True,False,Addie,Baby,Female,Medium,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,True,False,Barry,Baby,Male,Medium,Spotsylvania,VA,22551,US,,Virginia,VA,DC
Mixed Breed,,True,False,Aretha,Baby,Female,Medium,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,True,False,Luther,Baby,Male,Medium,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,True,False,Erykah,Young,Female,Medium,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,True,False,Trixie,Adult,Female,Small,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Shepherd,,False,False,Chloie &amp; her Notes (Mom),Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,,False,False,Weston,Adult,Male,Large,Alexandria,VA,22309,US,,Virginia,VA,DC
Shepherd,,False,False,Daisy B,Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Corgi,Chihuahua,True,False,Chubbers,Adult,Male,Small,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,,False,False,Fritos,Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Boxer,,False,False,Bela,Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Shiba Inu,,False,False,Voltorb,Adult,Male,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,Whippet,True,False,Mia Desi Dog,Young,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Yellow Labrador Retriever,Vizsla,True,False,Gala,Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Hound,Labrador Retriever,True,False,Charlottes Web,Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,,False,False,Atlanna,Young,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Beagle,Labrador Retriever,True,False,Aubin,Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Catahoula Leopard Dog,,False,False,Bowie,Adult,Male,Large,Alexandria,VA,22309,US,,Virginia,VA,DC
American Bulldog,,False,False,Yoyoma,Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,,False,False,Flannery O&#39;Connor,Adult,Female,Small,Alexandria,VA,22309,US,,Virginia,VA,DC
Boxer,Hound,True,False,Fala Roosevelt,Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,,False,False,Weston,Adult,Male,Large,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,Pit Bull Terrier,True,False,Kalei,Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Beagle,Labrador Retriever,True,False,Aubin,Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Chihuahua,Beagle,True,False,Harry Pawter,Adult,Male,Small,Alexandria,VA,22309,US,,Virginia,VA,DC
Yellow Labrador Retriever,Vizsla,True,False,Gala,Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Chihuahua,,False,False,Titanic,Adult,Female,Small,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,Pit Bull Terrier,True,False,Kalei,Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Hound,Labrador Retriever,True,False,Charlottes Web,Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,,False,False,Patch- 101 Dalmatians,Young,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Shepherd,,False,False,Daisy B,Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Catahoula Leopard Dog,,False,False,Bowie,Adult,Male,Large,Alexandria,VA,22309,US,,Virginia,VA,DC
Chihuahua,,False,False,Incredible Hulk,Adult,Male,Small,Alexandria,VA,22309,US,,Virginia,VA,DC
Husky,Shepherd,True,False,Zekke,Young,Male,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,Whippet,True,False,Mia Desi Dog,Young,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Beagle,Jack Russell Terrier,True,False,Will Forte,Adult,Male,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,Carolina Dog,True,False,Mera,Young,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Beagle,Jack Russell Terrier,True,False,Will Forte,Adult,Male,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Corgi,Chihuahua,True,False,Chubbers,Adult,Male,Small,Alexandria,VA,22309,US,,Virginia,VA,DC
American Bulldog,,False,False,Yoyoma,Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Anatolian Shepherd,Great Pyrenees,True,False,Summertime,Adult,Female,Large,Alexandria,VA,22309,US,,Virginia,VA,DC
Shepherd,,False,False,Chloie &amp; her Notes (Mom),Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Husky,Shepherd,True,False,Zekke,Young,Male,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Chihuahua,,False,False,Titanic,Adult,Female,Small,Alexandria,VA,22309,US,,Virginia,VA,DC
Black and Tan Coonhound,Bloodhound,True,False,Captain Marvel,Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Feist,Chihuahua,True,False,Kirk Cameron,Adult,Male,Small,Alexandria,VA,22309,US,,Virginia,VA,DC
Chihuahua,Beagle,True,False,Harry Pawter,Adult,Male,Small,Alexandria,VA,22309,US,,Virginia,VA,DC
Australian Shepherd,,False,False,Black Panther,Young,Male,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,Carolina Dog,True,False,Mera,Young,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,,False,False,Patch- 101 Dalmatians,Young,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Dachshund,Labrador Retriever,True,False,Ribeye (Steak House Pups),Baby,Female,Large,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,Boxer,True,False,Mai Tai (Tropicals),Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,Boxer,True,False,Mai Tai (Tropicals),Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Feist,Chihuahua,True,False,Kirk Cameron,Adult,Male,Small,Alexandria,VA,22309,US,,Virginia,VA,DC
Australian Cattle Dog / Blue Heeler,,False,False,Koffeekake,Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Australian Cattle Dog / Blue Heeler,,False,False,Koffeekake,Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,,False,False,Fritos,Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Anatolian Shepherd,Great Pyrenees,True,False,Summertime,Adult,Female,Large,Alexandria,VA,22309,US,,Virginia,VA,DC
Shiba Inu,,False,False,Voltorb,Adult,Male,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Black and Tan Coonhound,Bloodhound,True,False,Captain Marvel,Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Chihuahua,Feist,True,False,Vera Fang,Adult,Female,Small,Alexandria,VA,22309,US,,Virginia,VA,DC
Boxer,,False,False,Bela,Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Chihuahua,Feist,True,False,Vera Fang,Adult,Female,Small,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,,False,False,Flannery O&#39;Connor,Adult,Female,Small,Alexandria,VA,22309,US,,Virginia,VA,DC
Australian Shepherd,,False,False,Black Panther,Young,Male,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Mixed Breed,,True,False,Bertha,Young,Female,Medium,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Shepherd,Hound,True,False,Steel Magnolia,Adult,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,,False,False,The Hobbit,Young,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Mixed Breed,,True,False,Cardi,Baby,Female,Small,Fredericksburg,VA,22407,US,,Virginia,VA,DC
Mixed Breed,,True,False,Snoop,Baby,Male,Small,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,True,False,Drake,Baby,Male,Small,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,True,False,Anne,Adult,Female,Small,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,True,False,Alma,Senior,Female,Small,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,True,False,Zeus,Adult,Male,Small,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,True,False,Otis,Adult,Male,Small,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,True,False,Toro,Adult,Male,Small,Fredericksburg,VA,22405,US,,Virginia,VA,DC
Mixed Breed,,True,False,Domingo,Adult,Male,Small,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Shepherd,Mixed Breed,True,False,Prince,Adult,Male,Medium,Richmond,VA,23228,US,,Virginia,VA,DC
Mixed Breed,,True,False,Ollie,Senior,Male,Large,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Chihuahua,,False,False,Mickey,Baby,Male,Small,Sandston,VA,23150,US,,Virginia,VA,DC
Mixed Breed,,True,False,Roco,Baby,Male,Medium,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,True,False,Mika,Baby,Female,Medium,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,True,False,Frank,Young,Male,Large,Fredericksburg,VA,22407,US,,Virginia,VA,DC
Mixed Breed,,False,False,Bayou,Baby,Female,Medium,Fredericksburg,VA,22407,US,,Virginia,VA,DC
Mixed Breed,,False,False,Laguna,Baby,Female,Medium,Fredericksburg,VA,22407,US,,Virginia,VA,DC
Mixed Breed,,False,False,Bay,Baby,Female,Medium,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,False,False,Brooke,Baby,Female,Medium,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,False,False,Delta,Baby,Male,Medium,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,False,False,Ford,Baby,Male,Medium,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,False,False,Rio,Baby,Male,Medium,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,False,False,Marsh,Baby,Male,Medium,Fredericksburg,VA,22407,US,,Virginia,VA,DC
Mixed Breed,,False,False,River,Baby,Male,Medium,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,True,False,Maya,Adult,Female,Medium,Fredericksburg,VA,22405,US,,Virginia,VA,DC
Mixed Breed,,True,False,Wes,Senior,Male,Small,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,True,False,Rae,Adult,Male,Small,Spotsylvania,VA,22553,US,,Virginia,VA,DC
Hound,,True,False,Christy,Adult,Female,Small,Fairfax Station,VA,22039,US,,Virginia,VA,DC
Husky,,True,False,Ajax,Young,Male,Large,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,True,False,Dutchess,Adult,Female,Small,Fredericksburg,VA,22407,US,,Virginia,VA,DC
Mixed Breed,,True,False,Reina,Adult,Female,Medium,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Chihuahua,,True,False,Belle (&amp; Taco),Young,Female,Small,Arlington,VA,22204,US,,Virginia,VA,DC
Chihuahua,,True,False,Taco (&amp; Belle),Young,Male,Small,Arlington,VA,22204,US,,Virginia,VA,DC
Mixed Breed,,False,False,Moe,Young,Male,Medium,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,True,False,Todrick,Young,Male,Small,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,True,False,Coco,Senior,Female,Small,Fredericksburg,VA,22401,US,,Virginia,VA,DC
Mixed Breed,,False,False,Nigel,Baby,Male,Medium,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Hound,Mixed Breed,True,False,Jenelle,Adult,Female,Large,Richmond,VA,23228,US,,Virginia,VA,DC
Husky,Labrador Retriever,True,False,Forest,Young,Male,Large,Washington,DC,20007,US,,Virginia,VA,DC
Beagle,,False,False,Old Man *Adopt*,Senior,Male,Medium,Fairfax,VA,22038,US,,Virginia,VA,DC
Mixed Breed,,True,False,Scampi,Senior,Male,Small,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Miniature Poodle,Poodle,True,False,Wink,Adult,Male,Small,Fairfax,VA,22032,US,,Virginia,VA,DC
Doberman Pinscher,Rottweiler,True,False,Max,Adult,Male,Extra Large,Richmond,VA,23228,US,,Virginia,VA,DC
Labrador Retriever,,False,False,Drake and Waffles,Young,Male,Medium,Elizabethtown,NC,28337,US,,North Carolina,NC,NC
Labrador Retriever,German Shepherd Dog,True,False,Chester,Young,Male,Medium,Elizabethtown,NC,28337,US,,North Carolina,NC,NC
Shepherd,,False,False,Beast,Young,Male,Medium,Elizabethtown,NC,28337,US,,North Carolina,NC,NC
American Bulldog,,False,False,Sampson,Young,Male,Medium,Elizabethtown,NC,28337,US,,North Carolina,NC,NC
Boxer,,False,False,Jennings,Adult,Male,Medium,Elizabethtown,NC,28337,US,,North Carolina,NC,NC
Hound,,False,False,Trooper,Baby,Male,Medium,Elizabethtown,NC,28337,US,,North Carolina,NC,NC
American Bulldog,,False,False,Thunder,Young,Male,Medium,Elizabethtown,NC,28337,US,,North Carolina,NC,NC
Border Collie,,True,False,Shazzy,Adult,Male,Medium,Elizabethtown,NC,28337,US,,North Carolina,NC,NC
Hound,,False,False,Max,Young,Male,Medium,Elizabethtown,NC,28337,US,,North Carolina,NC,NC
Hound,,False,False,Cooper,Baby,Male,Medium,Elizabethtown,NC,28337,US,,North Carolina,NC,NC
American Bulldog,,True,False,Kendal,Young,Male,Medium,Elizabethtown,NC,28337,US,,North Carolina,NC,NC
Hound,,False,False,Dynomite,Young,Male,Medium,Elizabethtown,NC,28337,US,,North Carolina,NC,NC
Labrador Retriever,,False,False,Madison,Baby,Female,Medium,Elizabethtown,NC,28337,US,,North Carolina,NC,NC
Terrier,,False,False,Spikey,Young,Male,Medium,Elizabethtown,NC,28337,US,,North Carolina,NC,NC
American Bulldog,,False,False,Buster,Adult,Male,Medium,Elizabethtown,NC,28337,US,,North Carolina,NC,NC
Hound,,False,False,Gene,Young,Male,Medium,Elizabethtown,NC,28337,US,,North Carolina,NC,NC
Terrier,,True,False,Thomas,Young,Male,Medium,Elizabethtown,NC,28337,US,,North Carolina,NC,NC
Labrador Retriever,,False,False,Easy,Baby,Male,Medium,Elizabethtown,NC,28337,US,,North Carolina,NC,NC
Labrador Retriever,,False,False,Britt,Young,Male,Medium,Elizabethtown,NC,28337,US,,North Carolina,NC,NC
Shepherd,,True,False,Betsy,Adult,Female,Medium,Brick,NJ,08723,US,,Virginia,VA,NJ
Shepherd,,True,False,Frack,Adult,Male,Medium,Brick,NJ,08723,US,,Virginia,VA,NJ
Yorkshire Terrier,Terrier,True,False,Felix,Senior,Male,Small,Monroe,VA,24574,US,,Virginia,VA,VA
Akita,,False,False,Panda,Senior,Female,Large,Virginia Beach,VA,23454,US,,Virginia,VA,VA
Akita,,False,False,Athena,Adult,Female,Large,Virginia Beach,VA,23454,US,,Virginia,VA,VA
Akita,,False,False,Waverly,Young,Female,Large,Virginia Beach,VA,23454,US,,Virginia,VA,VA
Akita,,False,False,Yin,Senior,Female,Large,Virginia Beach,VA,23454,US,,Virginia,VA,VA
Akita,,False,False,Lincoln,Adult,Male,Large,Virginia Beach,VA,23454,US,,Virginia,VA,VA
Beagle,,False,False,Opie,Adult,Male,Medium,Fincastle,VA,24090,US,,Virginia,VA,WV
Yorkshire Terrier,,True,False,Shelton,Young,Male,Small,Sandston,VA,23150,US,,Virginia,VA,DC
Yorkshire Terrier,,False,False,Sadie,Adult,Female,Small,Sandston,VA,23150,US,,Virginia,VA,DC
Pug,,False,False,Guthrie,Adult,Male,Small,Sandston,VA,23150,US,,Virginia,VA,DC
Jack Russell Terrier,Australian Shepherd,True,False,Perry,Baby,Male,Medium,Sandston,VA,23150,US,,Virginia,VA,DC
Jack Russell Terrier,Australian Shepherd,True,False,Percy,Baby,Male,Medium,Sandston,VA,23150,US,,Virginia,VA,DC
Jack Russell Terrier,Australian Shepherd,True,False,Pax,Baby,Male,Medium,Sandston,VA,23150,US,,Virginia,VA,DC
Jack Russell Terrier,Australian Shepherd,True,False,Pandora,Baby,Female,Medium,Sandston,VA,23150,US,,Virginia,VA,DC
Jack Russell Terrier,Australian Shepherd,True,False,Paloma,Baby,Female,Medium,Sandston,VA,23150,US,,Virginia,VA,DC
Golden Retriever,Poodle,True,False,Ginger,Young,Female,Medium,Sandston,VA,23150,US,,West Virginia,WV,DC
Chihuahua,,False,False,Minnie,Baby,Female,Small,Sandston,VA,23150,US,,Virginia,VA,DC
Corgi,,True,False,Finn,Young,Male,Medium,Sandston,VA,23150,US,,Virginia,VA,DC
Chihuahua,,False,False,Gunner,Young,Male,Small,Sandston,VA,23150,US,,Virginia,VA,DC
Chihuahua,Pomeranian,True,False,Leya,Young,Female,Small,Sandston,VA,23150,US,,Virginia,VA,DC
Yorkshire Terrier,,True,False,Kendall,Baby,Male,Small,Sandston,VA,23150,US,,Virginia,VA,DC
Dachshund,,True,False,Emmie,Baby,Female,Small,Sandston,VA,23150,US,,Virginia,VA,DC
Dachshund,,True,False,Ellie,Baby,Female,Small,Sandston,VA,23150,US,,Virginia,VA,DC
Spaniel,,True,False,Kensie,Baby,Female,Small,Sandston,VA,23150,US,,Virginia,VA,DC
Chihuahua,,False,False,Mickey,Baby,Male,Small,Sandston,VA,23150,US,,Virginia,VA,DC
Beagle,,False,False,Zeb,Baby,Male,Small,Sandston,VA,23150,US,,Virginia,VA,DC
Beagle,,False,False,Zach,Baby,Male,Small,Sandston,VA,23150,US,,Virginia,VA,DC
Terrier,,True,False,Griswold,Young,Male,Medium,Sandston,VA,23150,US,,North Carolina,NC,DC
Pug,,False,False,Contessa,Adult,Female,Small,Sandston,VA,23150,US,,West Virginia,WV,DC
Pug,,False,False,Baron,Adult,Male,Small,Sandston,VA,23150,US,,West Virginia,WV,DC
Chihuahua,,False,False,Flash,Young,Male,Small,Sandston,VA,23150,US,,Virginia,VA,DC
Chihuahua,,False,False,Daphne,Adult,Female,Small,Sandston,VA,23150,US,,Virginia,VA,DC
Jack Russell Terrier,,True,False,Stewie,Young,Male,Small,Sandston,VA,23150,US,,North Carolina,NC,DC
Terrier,,False,False,Chyna,Young,Female,Large,Sandston,VA,23150,US,,Virginia,VA,DC
Chihuahua,,True,False,Blossom,Young,Female,Small,Sandston,VA,23150,US,,Virginia,VA,DC
Chihuahua,,True,False,Gambino,Adult,Male,Small,Sandston,VA,23150,US,,North Carolina,NC,DC
Chihuahua,,True,False,Carmine,Adult,Male,Small,Sandston,VA,23150,US,,North Carolina,NC,DC
Dachshund,Jack Russell Terrier,True,False,Rigby,Adult,Male,Small,Sandston,VA,23150,US,,Virginia,VA,DC
Rat Terrier,,False,False,Oscar,Adult,Male,Small,Sandston,VA,23150,US,,West Virginia,WV,DC
Rat Terrier,,False,False,Felix,Adult,Male,Small,Sandston,VA,23150,US,,West Virginia,WV,DC
Redbone Coonhound,,False,False,Rhett,Adult,Male,Large,Sandston,VA,23150,US,,Virginia,VA,DC
Shih Tzu,Poodle,True,False,Drake,Young,Male,Small,Sandston,VA,23150,US,,West Virginia,WV,DC
