breed_primary,breed_secondary,breed_mixed,breed_unknown,name,age,sex,size,contact_city,contact_state,contact_zip,contact_country,FoundCity,FoundState,foundStateAbb,stateQ
Cairn Terrier,Labrador Retriever,True,False,Gabbie B,Young,Female,Medium,Locust Fork,AL,35097,US,,Alabama,AL,AL
Husky,Australian Cattle Dog / Blue Heeler,True,False,Andy B great boy 35 lbs,Young,Male,Medium,Locust Fork,AL,35097,US,,Alabama,AL,AL
Chihuahua,Miniature Pinscher,True,False,Rebel,Adult,Male,Small,Locust Fork,AL,35097,US,,Alabama,AL,AL
Chihuahua,Dachshund,True,False,Buckaroo,Baby,Male,Medium,Locust Fork,AL,35097,US,,Alabama,AL,AL
Shar-Pei,Labrador Retriever,True,False,Wig,Adult,Female,Medium,Locust Fork,AL,35097,US,,Alabama,AL,AL
Black Labrador Retriever,Shepherd,True,False,Dale B Lower fee LOVES water,Young,Male,Medium,Locust Fork,AL,35097,US,,Alabama,AL,AL
Australian Cattle Dog / Blue Heeler,Shepherd,True,False,Wiley,Adult,Male,Medium,Locust Fork,AL,35097,US,,Alabama,AL,AL
Labrador Retriever,,True,False,Peyton B,Young,Male,Medium,Locust Fork,AL,35097,US,,Alabama,AL,AL
Cattle Dog,,True,False,Rogan B,Young,Male,Medium,Locust Fork,AL,35097,US,,Alabama,AL,AL
Labrador Retriever,American Bulldog,True,False,"Tater B crate , and housebroken trained",Young,Male,Medium,Locust Fork,AL,35097,US,,Alabama,AL,AL
Labrador Retriever,Golden Retriever,True,False,Rosalind B sweet soul,Young,Female,Medium,Locust Fork,AL,35097,US,,Alabama,AL,AL
Labrador Retriever,Terrier,True,False,Wanda B lower fee,Young,Female,Medium,Locust Fork,AL,35097,US,,Alabama,AL,AL
German Shepherd Dog,,True,False,Bailey R,Young,Male,Medium,Locust Fork,AL,35097,US,,Alabama,AL,AL
American Bulldog,Black Labrador Retriever,True,False,Jackson Brown B,Young,Male,Large,Locust Fork,AL,35097,US,,Alabama,AL,AL
Australian Cattle Dog / Blue Heeler,,True,False,Jake - Courtesy Listing,Senior,Male,Medium,Westminster,CO,80021,US,,Alabama,AL,CO
Australian Cattle Dog / Blue Heeler,,True,False,Jake - Courtesy Listing,Senior,Male,Medium,Evergreen,CO,80437,US,,Alabama,AL,CO
Husky,Labrador Retriever,True,False,Sparky,Young,Male,Medium,Westminster,CO,80021,US,,Alabama,AL,CO
Husky,Labrador Retriever,True,False,Sparky,Young,Male,Medium,Evergreen,CO,80437,US,,Alabama,AL,CO
Australian Cattle Dog / Blue Heeler,,False,False,Archie,Baby,Male,Medium,Patterson,NY,12563,US,,Alabama,AL,CT
Beagle,,True,False,Cassie,Baby,Female,Medium,Lodi,NJ,07644,US,,Alabama,AL,CT
Beagle,,True,False,Chloe,Baby,Female,Medium,Lodi,NJ,07644,US,,Alabama,AL,CT
Labrador Retriever,,False,False,Bess,Baby,Female,Medium,Patterson,NY,12563,US,,Alabama,AL,CT
Labrador Retriever,,False,False,Tess,Baby,Female,Medium,Patterson,NY,12563,US,,Alabama,AL,CT
Beagle,,False,False,Stanley,Baby,Male,Medium,Patterson,NY,12563,US,,Alabama,AL,CT
Shepherd,,True,False,Ria,Young,Female,Medium,Enfield,CT,06082,US,,Alabama,AL,CT
Border Collie,,True,False,Ben,Baby,Male,Medium,Lodi,NJ,07644,US,,Alabama,AL,CT
Beagle,,True,False,Chance,Baby,Male,Medium,Lodi,NJ,07644,US,,Alabama,AL,CT
Labrador Retriever,,False,False,Scout,Young,Male,Large,New York,NY,10075,US,,Alabama,AL,CT
Pit Bull Terrier,,True,False,Wheezy,Young,Male,Medium,Verplanck,NY,10596,US,,Alabama,AL,CT
Black Labrador Retriever,German Shepherd Dog,True,False,Kiara,Baby,Female,Medium,Lodi,NJ,07644,US,,Alabama,AL,CT
Labrador Retriever,,True,False,Sally,Baby,Female,Large,Lodi,NJ,07644,US,,Alabama,AL,CT
Labrador Retriever,,True,False,Stella,Baby,Female,Medium,Lodi,NJ,07644,US,,Alabama,AL,CT
American Bulldog,,False,False,Sammy,Baby,Male,Large,Patterson,NY,12563,US,,Alabama,AL,CT
Hound,,True,False,Hope,Senior,Female,Large,Enfield,CT,06082,US,,Alabama,AL,CT
Feist,,True,False,Madison,Young,Female,Medium,New York,NY,10075,US,,Alabama,AL,CT
Shepherd,,True,False,Chanelle,Adult,Female,Medium,New York,NY,10075,US,,Alabama,AL,CT
Great Pyrenees,,True,False,Morrison,Young,Male,Large,New York,NY,10075,US,,Alabama,AL,CT
Husky,,True,False,Sofie,Adult,Female,Large,New York,NY,10075,US,,Alabama,AL,CT
Shepherd,,True,False,Shari,Young,Female,Large,New York,NY,10075,US,,Alabama,AL,CT
Pit Bull Terrier,Mixed Breed,True,False,Addison,Adult,Female,Medium,New York,NY,10013,US,,Alabama,AL,CT
Labrador Retriever,,True,False,Trek,Adult,Male,Medium,Lodi,NJ,07644,US,,Alabama,AL,CT
Dachshund,,True,False,Thor,Adult,Male,Small,New York,NY,10075,US,,Alabama,AL,CT
Australian Shepherd,,True,False,Harmony,Young,Female,Medium,New York,NY,10075,US,,Alabama,AL,CT
Mixed Breed,,False,False,Luke,Young,Male,Large,Westhampton,NY,11977,US,,Alabama,AL,CT
Hound,,True,False,Ernie,Adult,Male,Medium,Cliffside Park,NJ,07010,US,,Alabama,AL,CT
Black Labrador Retriever,,True,False,Meredith,Adult,Female,Medium,Cortlandt Manor,NY,10567,US,,Alabama,AL,CT
American Bulldog,Terrier,True,False,Thor B,Young,Male,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Beagle,,True,False,Lucy B,Young,Female,Small,Hagerstown,MD,21740,US,,Alabama,AL,DC
Australian Terrier,Yorkshire Terrier,True,False,Izzy B,Adult,Female,Small,Hagerstown,MD,21740,US,,Alabama,AL,DC
Australian Shepherd,American Bulldog,True,False,Maggie B,Young,Female,Large,Hagerstown,MD,21740,US,,Alabama,AL,DC
German Shepherd Dog,Labrador Retriever,True,False,Hank B,Young,Male,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Dachshund,,True,False,Kyra B,Young,Female,Small,Hagerstown,MD,21740,US,,Alabama,AL,DC
Chihuahua,,True,False,Brinlee B Lap girl,Adult,Female,Small,Hagerstown,MD,21740,US,,Alabama,AL,DC
Basenji,Border Collie,True,False,Paisley B,Baby,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Shepherd,Labrador Retriever,True,False,Knobi B,Baby,Male,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
German Shepherd Dog,,True,False,Peanut Butter Fudge B,Baby,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
German Shepherd Dog,,True,False,Peanut Butter Fudge B,Baby,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Dachshund,,False,False,Reba,Adult,Female,Small,Hagerstown,MD,21740,US,,Alabama,AL,DC
Labrador Retriever,Hound,True,False,Moric,Young,Male,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Chihuahua,,True,False,Bert   Loves to snuggle!!,Adult,Male,Small,Hagerstown,MD,21740,US,,Alabama,AL,DC
Chihuahua,,True,False,Gypsy Girl,Adult,Female,Small,Hagerstown,MD,21740,US,,Alabama,AL,DC
Labrador Retriever,Terrier,True,False,Pepper B,Baby,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Bloodhound,Black and Tan Coonhound,True,False,Roxie B,Baby,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
German Shepherd Dog,Mixed Breed,True,False,Peanut butter Fugde..B,Baby,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Labrador Retriever,Golden Retriever,True,False,Aiden B,Young,Male,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Chihuahua,,False,False,Pippin B,Young,Female,Small,Hagerstown,MD,21740,US,,Alabama,AL,DC
Chihuahua,,False,False,Lamb chop B,Young,Male,Small,Hagerstown,MD,21740,US,,Alabama,AL,DC
Dachshund,,False,False,Greer B,Young,Male,Small,Hagerstown,MD,21740,US,,Alabama,AL,DC
Cattle Dog,Beagle,True,False,Ponce B,Baby,Male,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Golden Retriever,Labrador Retriever,True,False,Misha B,Baby,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Hound,Labrador Retriever,True,False,Dallas B,Baby,Male,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Brussels Griffon,Chihuahua,True,False,Zelda,Baby,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Chihuahua,,True,False,Loki,Baby,Male,Small,Hagerstown,MD,21740,US,,Alabama,AL,DC
Chihuahua,,True,False,Daisey,Baby,Female,Small,Hagerstown,MD,21740,US,,Alabama,AL,DC
Chihuahua,,True,False,Maxine,Baby,Female,Small,Hagerstown,MD,21740,US,,Alabama,AL,DC
Chihuahua,Corgi,True,False,Mr. Pearson,Adult,Male,Small,Hagerstown,MD,21740,US,,Alabama,AL,DC
German Shepherd Dog,Great Pyrenees,True,False,Leif B,Baby,Male,Large,Hagerstown,MD,21740,US,,Alabama,AL,DC
American Bulldog,English Bulldog,True,False,Bullfrog B,Baby,Male,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Cattle Dog,American Bulldog,True,False,Bell B,Baby,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Chihuahua,Rat Terrier,True,False,Scooter B 6lbs. Lap baby,Baby,Male,Small,Hagerstown,MD,21740,US,,Alabama,AL,DC
Hound,Labrador Retriever,True,False,Jimbo B Sweet boy,Young,Male,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Labrador Retriever,Spaniel,True,False,Eerie,Baby,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Shepherd,Hound,True,False,Pudding,Adult,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Chihuahua,Dachshund,True,False,Tiny Tim 5lbs,Baby,Male,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Chihuahua,Terrier,True,False,Bristol B 6lbs of love,Baby,Female,Small,Hagerstown,MD,21740,US,,Alabama,AL,DC
Labrador Retriever,,True,False,Rihanna B sweet girl,Young,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Flat-Coated Retriever,Labrador Retriever,True,False,Maxwell B great boy,Young,Male,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Labrador Retriever,Cattle Dog,True,False,Mackenzie  B,Young,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Labrador Retriever,Shepherd,True,False,Aliena,Baby,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Hound,Spaniel,True,False,Kypsie,Baby,Female,Large,Mechanicsburg,PA,17055,US,,Alabama,AL,DC
Labrador Retriever,Hound,True,False,Hank,Baby,Male,Large,Mechanicsburg,PA,17055,US,,Alabama,AL,DC
Hound,Terrier,True,False,Edge,Baby,Male,Medium,Mechanicsburg,PA,17055,US,,Alabama,AL,DC
Hound,Terrier,True,False,Clyde,Baby,Male,Large,Mechanicsburg,PA,17055,US,,Alabama,AL,DC
Labrador Retriever,Shepherd,True,False,Alicia,Baby,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Australian Shepherd,Border Collie,True,False,Leeya,Baby,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Chihuahua,,True,False,Saber B 8 lbs,Young,Male,Small,Hagerstown,MD,21740,US,,Alabama,AL,DC
Terrier,Chihuahua,True,False,Amia B 10lbs.,Baby,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Labrador Retriever,Shepherd,True,False,Spencer,Baby,Male,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Husky,Beagle,True,False,Pretty B,Young,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Shepherd,Mountain Cur,True,False,Octavia B,Baby,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
German Shepherd Dog,Beagle,True,False,Marina B,Baby,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Labrador Retriever,Shepherd,True,False,Kaitlyn B,Baby,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Black Labrador Retriever,,True,False,Drew B,Baby,Male,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Dogue de Bordeaux,American Bulldog,True,False,Carter,Young,Male,Medium,Chambersburg,PA,17202,US,,Alabama,AL,DC
Maltese,Terrier,True,False,Troyce B,Young,Male,Small,Hagerstown,MD,21740,US,,Alabama,AL,DC
Hound,Rhodesian Ridgeback,True,False,Chuck,Baby,Male,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Labrador Retriever,Cattle Dog,True,False,Hero B,Young,Male,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Labrador Retriever,,True,False,Birdie,Baby,Female,Large,Hagerstown,MD,21740,US,,Alabama,AL,DC
Labrador Retriever,,True,False,Alawna,Baby,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Australian Cattle Dog / Blue Heeler,,False,False,Bunjee B,Adult,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Australian Shepherd,,True,False,Conja B,Young,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Labrador Retriever,,True,False,Addison B,Baby,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Labrador Retriever,Terrier,True,False,Drizzle B,Young,Male,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Labrador Retriever,Terrier,True,False,Drizzle B,Young,Male,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Chihuahua,,False,False,Sagen B,Young,Female,Small,Hagerstown,MD,21740,US,,Alabama,AL,DC
Retriever,,True,False,Hoss,Baby,Male,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Labrador Retriever,Spaniel,True,False,Jackie    A Sweetie!!!,Baby,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Cairn Terrier,Labrador Retriever,True,False,Gabbie B,Young,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Labrador Retriever,Border Collie,True,False,Bella B lower fee,Baby,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Husky,Cattle Dog,True,False,Andy B great boy,Young,Male,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Chihuahua,Miniature Pinscher,True,False,Rebel,Adult,Male,Small,Hagerstown,MD,21740,US,,Alabama,AL,DC
Chihuahua,Dachshund,True,False,Buckaroo,Baby,Male,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Shar-Pei,Labrador Retriever,True,False,Wig,Adult,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Black Labrador Retriever,Shepherd,True,False,Dale B Loves water LOWER FEE,Young,Male,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Australian Cattle Dog / Blue Heeler,Shepherd,True,False,Wiley,Adult,Male,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Labrador Retriever,,True,False,Peyton B lower fee,Young,Male,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Cattle Dog,,True,False,Rogan B,Young,Male,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Labrador Retriever,,True,False,Lulabell,Baby,Female,Medium,Chantilly,VA,20153,US,,Alabama,AL,DC
Labrador Retriever,,False,False,Rosalind B sweet soul,Young,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Beagle,,True,False,Ventura B lower fee,Young,Female,Small,Hagerstown,MD,21740,US,,Alabama,AL,DC
Black Labrador Retriever,,False,False,Woody B,Young,Male,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Chihuahua,,True,False,Hansel,Adult,Male,Small,Hagerstown,MD,21740,US,,Alabama,AL,DC
German Shepherd Dog,,True,False,Bailey R,Young,Male,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
American Bulldog,Labrador Retriever,True,False,Jackson B,Young,Male,Large,Hagerstown,MD,21740,US,,Alabama,AL,DC
Labrador Retriever,Terrier,True,False,Wanda B lower fee,Young,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Beagle,,False,False,Susy *Adopt or Foster *,Young,Female,Medium,Fairfax,VA,22038,US,,Alabama,AL,DC
Catahoula Leopard Dog,,True,False,"Mya - location, Bath, NY",Adult,Female,Medium,Harrisburg,PA,17055,US,,Alabama,AL,DC
Hound,Labrador Retriever,True,False,Annabelle B Lower fee,Adult,Female,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Labrador Retriever,,True,False,Gunner B lower fee,Young,Male,Medium,Hagerstown,MD,21740,US,,Alabama,AL,DC
Border Collie,Shepherd,True,False,Dexter,Baby,Male,Medium,East Greenville,PA,18041,US,,Alabama,AL,DE
Labrador Retriever,Border Collie,True,False,Dawn,Baby,Female,Medium,East Greenville,PA,18041,US,,Alabama,AL,DE
Border Collie,Shepherd,True,False,Diego,Baby,Male,Medium,East Greenville,PA,18041,US,,Alabama,AL,DE
German Shepherd Dog,Hound,True,False,Hank B,Young,Male,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Australian Shepherd,American Bulldog,True,False,Maggie B,Young,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Australian Terrier,Yorkshire Terrier,True,False,Izzy B,Young,Female,Small,Yardley,PA,19067,US,,Alabama,AL,DE
Beagle,,False,False,Lucy B,Young,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Chihuahua,Pit Bull Terrier,True,False,Trixie,Baby,Female,Medium,East Greenville,PA,18041,US,,Alabama,AL,DE
English Pointer,,False,False,Shannon (NY),Adult,Female,Large,Bridgeton,NJ,08332,US,,Alabama,AL,DE
Dachshund,,True,False,Kyra B,Young,Female,Small,Yardley,PA,19067,US,,Alabama,AL,DE
Chihuahua,,True,False,Brinlee B lap girl,Adult,Female,Small,Yardley,PA,19067,US,,Alabama,AL,DE
Basenji,Border Collie,True,False,Paisley B,Baby,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Shepherd,Labrador Retriever,True,False,Knobi B,Baby,Male,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Dachshund,,False,False,Reba,Adult,Female,Small,Yardley,PA,19067,US,,Alabama,AL,DE
Labrador Retriever,Hound,True,False,Moric,Young,Male,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Chihuahua,,True,False,Bert   Loves to snuggle!,Adult,Male,Small,Yardley,PA,19067,US,,Alabama,AL,DE
Chihuahua,,True,False,Gypsy Girl,Adult,Female,Small,Yardley,PA,19067,US,,Alabama,AL,DE
Weimaraner,Hound,True,False,Rosie,Baby,Female,Medium,East Greenville,PA,18041,US,,Alabama,AL,DE
Weimaraner,Hound,True,False,Rylie,Baby,Female,Medium,East Greenville,PA,18041,US,,Alabama,AL,DE
Weimaraner,Hound,True,False,Rajah,Baby,Female,Medium,East Greenville,PA,18041,US,,Alabama,AL,DE
Weimaraner,Hound,True,False,Ringo,Baby,Male,Medium,East Greenville,PA,18041,US,,Alabama,AL,DE
Weimaraner,Hound,True,False,Remy,Baby,Female,Medium,East Greenville,PA,18041,US,,Alabama,AL,DE
Weimaraner,Hound,True,False,Ruby,Baby,Female,Medium,East Greenville,PA,18041,US,,Alabama,AL,DE
Weimaraner,Hound,True,False,Roxie,Baby,Female,Medium,East Greenville,PA,18041,US,,Alabama,AL,DE
Beagle,Corgi,True,False,Magnolia,Baby,Female,Small,East Greenville,PA,18041,US,,Alabama,AL,DE
Beagle,Corgi,True,False,Madison,Baby,Female,Medium,East Greenville,PA,18041,US,,Alabama,AL,DE
Beagle,,True,False,Molly,Baby,Female,Medium,East Greenville,PA,18041,US,,Alabama,AL,DE
Shih Tzu,,True,False,Finn,Baby,Male,Small,East Greenville,PA,18041,US,,Alabama,AL,DE
Australian Shepherd,Australian Cattle Dog / Blue Heeler,True,False,Blaze,Baby,Male,Medium,East Greenville,PA,18041,US,,Alabama,AL,DE
Labrador Retriever,Terrier,True,False,Pepper B,Baby,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Bloodhound,Black and Tan Coonhound,True,False,Roxie B,Baby,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
German Shepherd Dog,,True,False,Peanut Butter Fudge B,Baby,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Labrador Retriever,Golden Retriever,True,False,Aiden  B,Young,Male,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Chihuahua,,False,False,Pippin B Sweet girl,Young,Female,Small,Yardley,PA,19067,US,,Alabama,AL,DE
Chihuahua,,False,False,Lambchop B,Young,Male,Small,Yardley,PA,19067,US,,Alabama,AL,DE
Yorkshire Terrier,,True,False,Tiffany,Baby,Female,Small,East Greenville,PA,18041,US,,Alabama,AL,DE
Dachshund,,True,False,Greer B,Young,Male,Small,Yardley,PA,19067,US,,Alabama,AL,DE
Cattle Dog,Beagle,True,False,Ponce B,Baby,Male,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Golden Retriever,Labrador Retriever,True,False,Misha B,Baby,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Hound,Labrador Retriever,True,False,Dallas B,Baby,Male,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Brussels Griffon,Chihuahua,True,False,Zelda,Baby,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Chihuahua,,True,False,Loki,Baby,Male,Small,Yardley,PA,19067,US,,Alabama,AL,DE
Chihuahua,,True,False,Daisey,Baby,Female,Small,Yardley,PA,19067,US,,Alabama,AL,DE
Chihuahua,,True,False,Maxine,Baby,Female,Small,Yardley,PA,19067,US,,Alabama,AL,DE
Chihuahua,Corgi,True,False,Mr. Pearson,Adult,Male,Small,Yardley,PA,19067,US,,Alabama,AL,DE
German Shepherd Dog,Great Pyrenees,True,False,Leif B,Baby,Male,Large,Yardley,PA,19067,US,,Alabama,AL,DE
American Bulldog,English Bulldog,True,False,Bullfrog B,Baby,Male,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Cattle Dog,American Bulldog,True,False,Bell B,Baby,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Chihuahua,Rat Terrier,True,False,Scooter B 6 lbs. Lap baby,Baby,Male,Small,Yardley,PA,19067,US,,Alabama,AL,DE
German Shepherd Dog,Labrador Retriever,True,False,Neela B,Baby,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Hound,Labrador Retriever,True,False,Jimbo B,Young,Male,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Basset Hound,,True,False,Amelia,Baby,Female,Medium,East Greenville,PA,18041,US,,Alabama,AL,DE
Labrador Retriever,Spaniel,True,False,Eerie,Baby,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Shepherd,Hound,True,False,Pudding,Adult,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Chihuahua,Dachshund,True,False,Tiny Tim B  5lbs,Baby,Male,Small,Yardley,PA,19067,US,,Alabama,AL,DE
Chihuahua,Terrier,True,False,Bristol B 6 lbs of love,Baby,Female,Small,Yardley,PA,19067,US,,Alabama,AL,DE
Labrador Retriever,Mixed Breed,True,False,Rihanna B,Young,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Flat-Coated Retriever,Labrador Retriever,True,False,Maxwell B great boy,Young,Male,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Labrador Retriever,Cattle Dog,True,False,Mackenzie  B,Young,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Labrador Retriever,Shepherd,True,False,Aliena,Baby,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Labrador Retriever,Shepherd,True,False,Alicia,Baby,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Australian Shepherd,Border Collie,True,False,Leeya,Baby,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Terrier,Chihuahua,True,False,Amia B,Baby,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Chihuahua,,True,False,Saber B,Young,Male,Small,Yardley,PA,19067,US,,Alabama,AL,DE
Chihuahua,,True,False,Saber B,Young,Male,Small,Yardley,PA,19067,US,,Alabama,AL,DE
Labrador Retriever,Shepherd,True,False,Spencer,Baby,Male,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Labrador Retriever,Terrier,True,False,Jacklyn,Baby,Female,Medium,East Greenville,PA,18041,US,,Alabama,AL,DE
Labrador Retriever,Terrier,True,False,Manny,Baby,Male,Medium,East Greenville,PA,18041,US,,Alabama,AL,DE
Husky,Beagle,True,False,Pretty B,Young,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Shepherd,Mountain Cur,True,False,Octavia B,Baby,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
German Shepherd Dog,Beagle,True,False,Marina B,Baby,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Labrador Retriever,Shepherd,True,False,Kaitlyn B,Baby,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Black Labrador Retriever,,True,False,Drew B,Baby,Male,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Black Labrador Retriever,,True,False,Drew B,Baby,Male,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Maltese,Terrier,True,False,Troyce B,Young,Male,Small,Yardley,PA,19067,US,,Alabama,AL,DE
Hound,Rhodesian Ridgeback,True,False,Chuck,Baby,Male,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Labrador Retriever,Cattle Dog,True,False,Hero B,Young,Male,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Labrador Retriever,,True,False,Birdie,Baby,Female,Large,Yardley,PA,19067,US,,Alabama,AL,DE
Labrador Retriever,,True,False,Alawna,Baby,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Australian Cattle Dog / Blue Heeler,,False,False,Bunjee B,Young,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Australian Shepherd,,True,False,Conja B,Young,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Labrador Retriever,,True,False,Addison B,Baby,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Labrador Retriever,Terrier,True,False,Drizzle B,Young,Male,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Labrador Retriever,Terrier,True,False,Drizzle B,Young,Male,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Chihuahua,,False,False,Sagen B,Young,Female,Small,Yardley,PA,19067,US,,Alabama,AL,DE
Shih Tzu,Lhasa Apso,True,False,Marley,Senior,Male,Medium,East Greenville,PA,18041,US,,Alabama,AL,DE
Retriever,,True,False,Hoss,Baby,Male,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Pit Bull Terrier,Terrier,True,False,Lola,Baby,Female,Medium,East Greenville,PA,18041,US,,Alabama,AL,DE
Labrador Retriever,Spaniel,True,False,Jackie   A Sweetie!!!,Baby,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Cairn Terrier,Labrador Retriever,True,False,Gabbie B,Young,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Labrador Retriever,Border Collie,True,False,Bella B lower fee,Young,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Labrador Retriever,Shepherd,True,False,Soleil B,Young,Female,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
Husky,Australian Shepherd,True,False,Andy B,Young,Male,Medium,Yardley,PA,19067,US,,Alabama,AL,DE
